RespondentID,StartDate,EndDate,IP_Address,Pop_Code,Region,Family_Name,Given_Name,email,Collection_Date,Latitude,Longitude,Altitude,Pop_Size,Pct_Canopy_Cover,EarthTrek_name,Population_Type,Type_Other,Understory,Roadside,Hand_Removal,Herbicide,Mowing,Biocontrol,None_Known,Sampled_Before,NPlots,P1Ros,P1Adult,P1Ros0,P1Ros20,P1Ros40,P1Ros60,P1Ros80,P1Adult0,P1Adult20,P1Adult40,P1Adult60,P1Adult80,P1Fruits0,P1Fruits20,P1Fruits40,P1Fruits60,P1Fruits80,P1Leaves0,P1Leaves20,P1Leaves40,P1Leaves60,P1Leaves80,P1Dmg0,P1Dmg20,P1Dmg40,P1Dmg60,P1Dmg80,P2Ros,P2Adult,P2Ros0,P2Ros20,P2Ros40,P2Ros60,P2Ros80,P2Adult0,P2Adult20,P2Adult40,P2Adult60,P2Adult80,P2Fruits0,P2Fruits20,P2Fruits40,P2Fruits60,P2Fruits80,P2Leaves0,P2Leaves20,P2Leaves40,P2Leaves60,P2Leaves80,P2Dmg0,P2Dmg20,P2Dmg40,P2Dmg60,P2Dmg80,P3Ros,P3Adult,P3Ros0,P3Ros20,P3Ros40,P3Ros60,P3Ros80,P3Adult0,P3Adult20,P3Adult40,P3Adult60,P3Adult80,P3Fruits0,P3Fruits20,P3Fruits40,P3Fruits60,P3Fruits80,P3Leaves0,P3Leaves20,P3Leaves40,P3Leaves60,P3Leaves80,P3Dmg0,P3Dmg20,P3Dmg40,P3Dmg60,P3Dmg80,P4Ros,P4Adult,P4Ros0,P4Ros20,P4Ros40,P4Ros60,P4Ros80,P4Adult0,P4Adult20,P4Adult40,P4Adult60,P4Adult80,P4Fruits0,P4Fruits20,P4Fruits40,P4Fruits60,P4Fruits80,P4Leaves0,P4Leaves20,P4Leaves40,P4Leaves60,P4Leaves80,P4Dmg0,P4Dmg20,P4Dmg40,P4Dmg60,P4Dmg80,P5Ros,P5Adult,P5Ros0,P5Ros20,P5Ros40,P5Ros60,P5Ros80,P5Adult0,P5Adult20,P5Adult40,P5Adult60,P5Adult80,P5Fruits0,P5Fruits20,P5Fruits40,P5Fruits60,P5Fruits80,P5Leaves0,P5Leaves20,P5Leaves40,P5Leaves60,P5Leaves80,P5Dmg0,P5Dmg20,P5Dmg40,P5Dmg60,P5Dmg80,P6Ros,P6Adult,P6Ros0,P6Ros20,P6Ros40,P6Ros60,P6Ros80,P6Adult0,P6Adult20,P6Adult40,P6Adult60,P6Adult80,P6Fruits0,P6Fruits20,P6Fruits40,P6Fruits60,P6Fruits80,P6Leaves0,P6Leaves20,P6Leaves40,P6Leaves60,P6Leaves80,P6Dmg0,P6Dmg20,P6Dmg40,P6Dmg60,P6Dmg80,P7Ros,P7Adult,P7Ros0,P7Ros20,P7Ros40,P7Ros60,P7Ros80,P7Adult0,P7Adult20,P7Adult40,P7Adult60,P7Adult80,P7Fruits0,P7Fruits20,P7Fruits40,P7Fruits60,P7Fruits80,P7Leaves0,P7Leaves20,P7Leaves40,P7Leaves60,P7Leaves80,P7Dmg0,P7Dmg20,P7Dmg40,P7Dmg60,P7Dmg80,P8Ros,P8Adult,P8Ros0,P8Ros20,P8Ros40,P8Ros60,P8Ros80,P8Adult0,P8Adult20,P8Adult40,P8Adult60,P8Adult80,P8Fruits0,P8Fruits20,P8Fruits40,P8Fruits60,P8Fruits80,P8Leaves0,P8Leaves20,P8Leaves40,P8Leaves60,P8Leaves80,P8Dmg0,P8Dmg20,P8Dmg40,P8Dmg60,P8Dmg80,P9Ros,P9Adult,P9Ros0,P9Ros20,P9Ros40,P9Ros60,P9Ros80,P9Adult0,P9Adult20,P9Adult40,P9Adult60,P9Adult80,P9Fruits0,P9Fruits20,P9Fruits40,P9Fruits60,P9Fruits80,P9Leaves0,P9Leaves20,P9Leaves40,P9Leaves60,P9Leaves80,P9Dmg0,P9Dmg20,P9Dmg40,P9Dmg60,P9Dmg80,P10Ros,P10Adult,P10Ros0,P10Ros20,P10Ros40,P10Ros60,P10Ros80,P10Adult0,P10Adult20,P10Adult40,P10Adult60,P10Adult80,P10Fruits0,P10Fruits20,P10Fruits40,P10Fruits60,P10Fruits80,P10Leaves0,P10Leaves20,P10Leaves40,P10Leaves60,P10Leaves80,P10Dmg0,P10Dmg20,P10Dmg40,P10Dmg60,P10Dmg80,email_update,email_update_address,Day,Year,second_survey,P1RosFung,P1AdultFung,P1Fung0,P1Fung20,P1Fung40,P1Fung60,P1Fung80,P2RosFung,P2AdultFung,P2Fung0,P2Fung20,P2Fung40,P2Fung60,P2Fung80,P3RosFung,P3AdultFung,P3Fung0,P3Fung20,P3Fung40,P3Fung60,P3Fung80,P4RosFung,P4AdultFung,P4Fung0,P4Fung20,P4Fung40,P4Fung60,P4Fung80,P5RosFung,P5AdultFung,P5Fung0,P5Fung20,P5Fung40,P5Fung60,P5Fung80,P6RosFung,P6AdultFung,P6Fung0,P6Fung20,P6Fung40,P6Fung60,P6Fung80,P7RosFung,P7AdultFung,P7Fung0,P7Fung20,P7Fung40,P7Fung60,P7Fung80,P8RosFung,P8AdultFung,P8Fung0,P8Fung20,P8Fung40,P8Fung60,P8Fung80,P9RosFung,P9AdultFung,P9Fung0,P9Fung20,P9Fung40,P9Fung60,P9Fung80,P10RosFung,P10AdultFung,P10Fung0,P10Fung20,P10Fung40,P10Fung60,P10Fung80,CoverPic_Mean
145,self_entered,self_entered,REDACTED,THDUB4,Europe,REDACTED,REDACTED,REDACTED,6/16/2011,53.305568,-6.224841,24,NA,37.22,REDACTED,Other(Specify),woody_park_in_city,0,0,NA,NA,NA,NA,NA,NA,10,5,1,14,7,14,17,16,NA,NA,NA,NA,80,NA,NA,NA,NA,34,NA,NA,NA,NA,12,NA,NA,NA,NA,0,1,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,9,9,101,130,84,NA,86,31,35,54,NA,12,14,20,11,NA,13,0,0,0,NA,0,5,3,6,14,10,9,9,NA,77,NA,77,100,NA,26,NA,49,32,NA,9,NA,13,13,NA,0,NA,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,32,NA,NA,NA,NA,34,NA,NA,NA,NA,0,2,28,NA,NA,6,NA,6,76,125,102,56,92,16,22,49,36,76,10,29,15,9,12,1,0,0,0,0,21,15,4,2,5,4,3,82,110,95,118,92,0,0,0,0,0,18,24,16,24,11,0,0,2,0,3,31,10,6,11,11,1,7,88,87,56,114,19,16,15,56,37,25,11,13,8,17,16,2,4,0,0,2,5,25,10,4,17,6,11,NA,60,94,43,37,NA,19,26,16,19,NA,11,17,8,8,NA,0,8,0,0,YES,NA,166,2011,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,60.405
145,self_entered,self_entered,REDACTED,THDUB5,Europe,REDACTED,REDACTED,REDACTED,7/3/2011,53.260258,-6.29442,162,NA,69.86,REDACTED,Roadside,NA,0,1,NA,NA,NA,NA,NA,NA,10,0,5,NA,NA,NA,NA,NA,123,128,130,80,137,76,321,32,22,195,30,45,12,38,53,1,1,0,3,3,2,6,10,12,NA,NA,NA,135,126,117,80,82,64,75,130,16,70,30,19,42,10,12,0,0,1,1,0,1,4,7,NA,NA,NA,NA,115,138,110,113,NA,28,93,54,228,NA,12,35,12,15,NA,0,0,2,5,NA,0,3,NA,NA,NA,NA,NA,100,85,90,NA,NA,163,32,26,NA,NA,30,13,14,NA,NA,1,0,6,NA,NA,0,3,NA,NA,NA,NA,NA,100,70,105,NA,NA,55,38,65,NA,NA,18,13,30,NA,NA,10,7,10,NA,NA,0,7,NA,NA,NA,NA,NA,80,75,70,83,60,53,241,371,49,37,36,19,23,25,20,0,1,1,0,0,0,9,NA,NA,NA,NA,NA,70,80,55,60,55,51,63,47,35,31,25,31,18,15,19,0,2,2,3,2,7,4,5,4,4,3,4,30,95,82,100,NA,45,54,47,246,NA,15,35,15,33,NA,5,10,0,6,NA,0,8,NA,NA,NA,NA,NA,120,115,44,80,70,70,47,19,53,41,20,18,10,20,12,3,5,0,4,2,4,10,8,6,6,3,NA,140,148,151,165,150,56,77,151,138,433,15,17,45,18,106,2,3,12,7,3,YES,NA,183,2011,0,NA,NA,2,0,10,8,0,NA,NA,0,8,5,0,0,NA,NA,0,1,3,15,NA,NA,NA,4,2,0,NA,NA,NA,NA,7,0,4,NA,NA,NA,NA,0,1,0,0,0,NA,NA,0,5,1,0,0,NA,NA,0,4,0,0,NA,NA,NA,0,2,0,5,3,NA,NA,4,17,7,16,12,56.007
145,self_entered,self_entered,REDACTED,THDUB6,Europe,REDACTED,REDACTED,REDACTED,6/30/2011,53.428203,-6.370336,80,NA,87.45,REDACTED,Roadside,quite_shady,1,1,NA,NA,NA,NA,NA,NA,10,27,37,17,15,13,11,14,18,19,20,10,14,20,17,10,0,7,11,9,10,7,10,0,0,1,0,1,9,40,15,15,14,16,8,19,43,31,28,23,9,27,17,11,7,9,42,9,26,30,0,0,0,0,0,4,15,14,21,12,5,NA,7,34,22,40,50,0,12,13,15,43,1,11,17,34,15,0,0,0,17,2,2,11,8,7,NA,NA,NA,14,25,31,11,19,7,14,26,2,12,18,32,20,12,18,0,0,0,0,0,0,14,NA,NA,NA,NA,NA,27,29,42,39,17,12,30,32,26,11,27,37,37,24,13,0,0,0,0,0,0,26,NA,NA,NA,NA,NA,16,13,6,40,13,11,5,2,30,3,7,8,6,29,7,0,0,0,0,0,8,18,6,7,9,5,7,20,27,49,26,31,11,13,27,23,21,5,20,42,17,23,0,0,0,0,0,13,9,8,5,13,7,5,54,28,24,17,25,20,11,10,12,10,42,60,7,21,14,0,0,0,0,0,5,27,5,6,7,9,12,17,29,113,18,24,5,11,17,10,9,14,26,90,30,18,0,0,30,0,0,6,29,3,4,7,6,10,29,9,19,14,11,6,3,4,3,3,46,12,34,14,18,0,0,0,0,0,YES,NA,180,2011,0,NA,NA,0,0,0,0,0,NA,NA,2,21,0,13,0,NA,NA,0,0,0,0,0,NA,NA,9,16,10,6,9,NA,NA,11,16,21,16,8,NA,NA,0,0,0,0,0,NA,NA,0,0,21,0,0,NA,NA,21,30,0,0,2,NA,NA,7,13,30,15,9,NA,NA,23,6,17,7,9,80.343
145,self_entered,self_entered,REDACTED,THDUB7,Europe,REDACTED,REDACTED,REDACTED,7/11/2011,53.391156,-6.571791,60,NA,91.78,REDACTED,Forest_Interior,open_woodland,1,0,NA,NA,NA,NA,NA,NA,10,12,24,19,13,15,9,11,72,61,22,53,47,231,173,49,79,88,31,26,9,16,22,0,2,3,0,0,17,19,14,7,6,NA,11,62,91,112,107,129,41,61,32,29,237,23,42,19,14,15,0,0,4,0,0,3,13,12,9,NA,NA,15,145,124,105,96,89,32,49,126,51,43,28,47,31,26,18,0,0,3,0,0,2,9,NA,NA,7,11,NA,71,97,112,104,142,112,134,94,62,52,39,42,27,19,29,2,0,0,0,0,2,11,NA,4,NA,6,NA,122,105,74,81,115,94,77,132,104,94,41,32,26,34,45,0,0,3,0,0,2,16,5,NA,NA,7,NA,115,95,91,133,123,51,77,20,148,59,37,31,46,41,53,0,0,1,0,0,2,14,NA,11,NA,5,NA,65,97,85,62,124,99,31,54,29,55,22,19,36,18,29,0,0,0,0,0,2,18,4,NA,7,NA,NA,114,142,91,51,33,149,51,31,71,54,41,46,36,24,28,0,1,0,0,0,0,19,NA,NA,NA,NA,NA,34,66,42,115,125,41,51,14,59,261,17,41,34,59,71,0,0,2,0,0,1,21,NA,6,NA,NA,NA,110,134,156,27,95,78,66,275,88,34,47,40,50,16,25,0,0,0,0,5,YES,NA,191,2011,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,86.114
145,self_entered,self_entered,REDACTED,THDUB8,Europe,REDACTED,REDACTED,REDACTED,7/18/2011,53.378798,-6.334353,37,NA,41.88,REDACTED,Roadside,NA,0,1,NA,NA,NA,NA,NA,NA,10,6,9,14,13,4,7,9,123,130,125,99,130,96,110,29,15,199,36,41,15,45,43,1,0,1,0,1,7,4,5,3,4,4,8,33,91,78,123,NA,47,93,48,236,NA,16,20,16,21,NA,5,0,5,0,NA,0,7,NA,NA,NA,NA,NA,75,79,69,85,55,55,67,347,31,35,27,33,20,14,21,0,0,0,2,2,3,4,7,NA,NA,4,5,115,110,133,110,NA,28,95,50,23,NA,11,33,10,15,NA,0,2,0,0,NA,2,2,8,NA,NA,NA,6,140,NA,NA,138,NA,56,NA,NA,181,NA,19,NA,NA,27,NA,1,NA,NA,0,NA,9,0,5,9,15,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,12,15,14,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1,10,15,13,19,17,NA,NA,NA,NA,37,NA,NA,NA,NA,19,NA,NA,NA,NA,20,NA,NA,NA,NA,0,21,3,14,17,11,16,18,NA,NA,45,54,47,NA,NA,15,135,97,NA,NA,14,12,19,NA,NA,0,0,0,15,4,11,9,6,12,7,30,91,84,110,NA,54,45,49,244,NA,13,32,13,33,NA,0,0,0,0,NA,YES,NA,198,2011,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,71.395
145,self_entered,self_entered,REDACTED,THDUB9,Europe,REDACTED,REDACTED,REDACTED,7/14/2011,53.251072,-6.500179,211,NA,52.45,REDACTED,Roadside,NA,0,1,NA,NA,NA,NA,NA,NA,10,0,13,NA,NA,NA,NA,NA,35,60,47,117,133,39,49,17,54,67,19,39,36,44,69,0,0,2,0,0,1,16,NA,NA,6,NA,NA,105,107,115,35,85,79,63,71,41,39,45,47,39,14,23,0,0,0,0,5,3,17,12,NA,9,NA,14,113,135,105,96,81,330,50,26,55,42,31,43,26,22,17,0,3,0,0,0,2,11,NA,10,NA,6,NA,75,95,85,65,129,55,32,57,26,59,20,17,30,17,22,0,0,0,0,0,9,6,15,11,17,4,5,85,59,22,73,49,59,68,57,149,38,15,34,29,21,19,0,0,0,0,0,0,8,NA,NA,NA,NA,NA,122,76,79,115,105,77,75,69,55,64,39,30,14,16,17,0,0,0,0,0,7,19,9,6,2,6,20,69,35,75,115,132,44,12,31,32,42,17,13,27,22,32,0,0,0,0,0,3,23,7,10,13,NA,NA,42,82,68,102,30,25,158,170,150,55,15,35,24,19,28,0,0,0,0,0,3,17,NA,NA,4,6,9,125,120,138,81,138,56,101,222,12,185,18,19,23,14,43,0,0,0,0,0,3,21,NA,7,NA,14,15,144,123,115,27,50,78,85,144,15,99,12,32,33,7,19,0,0,0,0,0,YES,NA,194,2011,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,74.714
145,self_entered,self_entered,REDACTED,THDUB10,Europe,REDACTED,REDACTED,REDACTED,7/25/2011,53.415052,-6.392372,83,NA,76.19,REDACTED,Roadside,NA,0,1,NA,NA,NA,NA,NA,NA,10,7,2,11,15,5,6,9,NA,NA,56,75,NA,NA,NA,76,99,NA,NA,NA,21,15,NA,NA,NA,0,0,NA,5,2,15,14,18,12,6,NA,59,NA,47,NA,NA,123,NA,15,NA,NA,12,NA,17,NA,NA,0,NA,0,NA,14,2,11,10,15,19,14,NA,NA,69,47,NA,NA,NA,12,19,NA,NA,1,11,13,NA,NA,1,0,0,NA,18,3,19,17,15,11,6,NA,89,58,NA,76,NA,68,171,NA,36,NA,15,12,NA,30,NA,0,0,NA,0,15,2,9,11,17,4,9,NA,125,NA,105,NA,NA,52,NA,123,NA,NA,35,NA,19,NA,NA,0,NA,0,NA,17,2,13,14,17,2,21,115,NA,NA,135,NA,68,NA,NA,76,NA,35,NA,NA,25,NA,0,NA,NA,0,NA,26,2,10,11,18,3,7,190,NA,NA,NA,156,256,NA,NA,NA,346,29,NA,NA,NA,34,0,NA,NA,NA,0,6,2,5,9,6,3,8,123,141,NA,NA,NA,56,179,NA,NA,NA,42,35,NA,NA,NA,0,0,NA,NA,NA,7,4,6,8,12,15,23,112,95,68,NA,56,56,49,15,NA,12,15,19,13,NA,24,0,0,0,NA,0,5,3,9,16,22,14,17,85,76,NA,NA,69,56,49,NA,NA,47,12,19,NA,NA,17,0,0,NA,NA,0,YES,NA,205,2011,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,82.138
146,8/12/2013 15:03,8/12/2013 15:42,REDACTED,GQMSC2,NorthAm,REDACTED,REDACTED,REDACTED,7/21/2013,45.173544,-92.83029,422,30,NA,REDACTED,Forest Edge,NA,0,1,1,0,0,0,0,NO,10,8,3,4.6,3.3,3.9,2.6,2.4,35,79.2,69.3,NA,NA,4,21,11,NA,NA,5,10,10,NA,NA,0,2,8,NA,NA,14,0,3.4,2.8,4.7,9.5,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,4,13.1,7.4,7.6,3.4,7.7,57.9,102.3,102.1,NA,NA,8,67,27,NA,NA,13,11,15,NA,NA,2,2,5,NA,NA,13,7,7.6,8.2,11.6,5.9,0.9,38.2,52.4,35.2,42.7,56.8,4,20,7,4,4,5,14,12,6,5,4,13,11,6,4,25,4,5.6,5.9,5.8,7.9,8.4,63.2,33.2,65.9,41.8,NA,10,14,13,5,NA,8,7,21,6,NA,NA,4,2,NA,NA,44,1,3.6,4.9,3.8,8.2,3.4,76.4,NA,NA,NA,NA,20,NA,NA,NA,NA,9,NA,NA,NA,NA,9,NA,NA,NA,NA,43,2,5.2,2.6,6.4,8.6,4.6,49.3,104.6,NA,NA,NA,6,152,NA,NA,NA,5,39,NA,NA,NA,5,9,NA,NA,NA,26,0,11.5,7.2,12.2,6.1,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,13.8,5.6,4.3,7.1,7.9,98.2,NA,NA,NA,NA,28,NA,NA,NA,NA,20,NA,NA,NA,NA,16,NA,NA,NA,NA,3,0,12.4,4.9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,2013,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,59.978
146,8/12/2013 13:44,8/12/2013 14:57,REDACTED,GQMSC1,NorthAm,REDACTED,REDACTED,REDACTED,7/21/2013,45.176393,-92.827555,300,750,NA,REDACTED,Forest Understory,NA,1,0,1,0,0,0,0,NO,10,2,1,7.8,5.9,NA,NA,NA,74.6,NA,NA,NA,NA,14,NA,NA,NA,NA,22,NA,NA,NA,NA,2,NA,NA,NA,NA,1,24,6.8,NA,NA,NA,NA,94.7,84.9,81.3,57.4,39.8,29,12,12,9,3,38,13,12,13,10,11,6,3,2,2,0,27,NA,NA,NA,NA,NA,68.9,33.1,58.4,56.2,84.1,8,2,6,7,12,12,5,9,8,10,3,2,1,3,4,0,11,NA,NA,NA,NA,NA,75.9,50.4,85.1,47.9,57.8,13,5,17,5,10,10,7,14,8,11,1,4,3,1,0,4,31,5.4,1.7,4.6,6.2,NA,78.4,64.9,42,72.7,62.5,17,9,3,8,5,16,8,13,11,9,6,2,4,3,8,3,5,6.5,5.9,2.9,NA,NA,65.7,53.5,61.8,66.9,53.9,8,4,6,6,5,8,7,7,10,9,4,2,4,3,NA,0,29,NA,NA,NA,NA,NA,76.8,88.4,59.1,79.6,41.2,9,12,4,12,2,11,14,6,12,6,4,3,0,5,0,3,12,5.1,4.6,1.8,NA,NA,53.5,95.6,69.8,56,66.3,7,14,9,2,8,9,18,15,6,9,1,0,4,0,3,7,12,6.4,4.2,6.5,4.4,6.9,65.9,72,88.4,71.8,42.3,5,11,12,8,6,7,15,7,9,9,4,6,1,0,0,22,13,4.1,3.8,7.7,6.2,3.8,62.8,41.8,32.7,48.9,53.7,7,4,3,5,5,9,7,5,7,11,2,1,NA,1,2,NO,NA,201,2013,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,84.435
147,8/26/2012,8/26/2012,REDACTED,CBCLL1_2012,Europe,REDACTED,REDACTED,REDACTED,7/14/2012,43.6329,3.8917,35,400,10,REDACTED,Forest Understory,,1,0,0,0,1,1,0,23/07/2011,10,19,0,15,4,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,11,2.5,2.5,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0,3,2.5,2.5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,0,3,8,6,7.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,2,1,3.5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,NA,3,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,8,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,0,NA,6,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0,6.5,2,3,8,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,navascues@supagro.inra.fr,195,2012,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,56.51
133,8/26/2012,8/26/2012,REDACTED,CBSVB1_2012,Europe,REDACTED,REDACTED,REDACTED,7/8/2012,43.7249,3.8675,72,100,50,REDACTED,Forest Understory,,1,0,0,0,0,1,1,20/07/2011,10,0,1,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,5,NA,NA,NA,NA,10,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,3,4.5,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,32,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,82,NA,NA,NA,NA,75,NA,NA,NA,NA,26,NA,14,0,NA,NA,9,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,5,6,NA,12,5.5,66,NA,NA,NA,NA,45,NA,NA,NA,NA,21,NA,NA,NA,NA,5,NA,NA,NA,NA,YES,concetta.burgarella@gmail.com,189,2012,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,81.03
